gene	p-value	logFC	ci.hi	ci.lo	fdr
RPL9	0.000275883365811582	-0.646509779617395	-0.328269744765483	-0.964749814469308	0.00850864673338405
ZCRB1	0.000288718189460125	-0.127873476992199	0.338123966672275	-0.593870920656672	0.00879720844752598
RAB24	0.00034691499857644				0.0104446194214264
CTNNB1	0.000372677229031194	-0.606500583988201	-0.306511268751419	-0.906489899224982	0.0110612605078607
NDUFB7	0.000377718436230302	-0.682271205046092	-0.370582737187335	-0.993959672904849	0.0110612605078607
RPL37A	0.000380517858514782	-0.623687544029991	-0.300381391713921	-0.946993696346061	0.0110612605078607
COPS9	0.000408290636129874	-0.616454498497801	-0.226750851342657	-1.00615814565295	0.0117337161224142
MT-CO1	0.000413571301038441	-0.86845085772634	-0.431874662441795	-1.30502705301088	0.0117519305654631
LEPROTL1	0.000420026010360118	-0.315021570391778	0.141576535710367	-0.771619676493923	0.0118027308911193
TNFRSF18	0.000457260554854827	-0.860884322579364	-0.248745958162436	-1.47302268699629	0.0127078235519545
RPL39	0.000483692674865444	-0.544821020088414	-0.279694830438175	-0.809947209738654	0.0132962910297251
CHMP2A	0.000558964425450631	-0.502851394085885	-0.230107430758825	-0.775595357412946	0.0152002261501575
H3F3B	0.000588345141981848	0.745808853624282	1.13797589189675	0.353641815351815	0.0158289879156606
IFITM2	0.000656269471055006	0.785381566163049	1.26226265597752	0.308500476348583	0.0174705841294538
IKZF1	0.000723516933173565	-0.650621176280063	-0.283725493178263	-1.01751685938186	0.0190601492082911
PSME1	0.000769562157487757	0.79434759945192	1.21084230424223	0.377852894661607	0.0200641515081086
IFIT2	0.000805980117666421	1.19094959372179	1.60095861439182	0.780940573051755	0.0207992216079426
GADD45GIP1	0.000849562583950679	-0.593821673590453	-0.162367517128243	-1.02527583005266	0.021702462371831
RPL4	0.000929053784696918	-0.685719516243385	-0.344508046437177	-1.02693098604959	0.0234957702149851
NDUFB2	0.000991981233806682	-0.689112664687479	-0.347770872313805	-1.03045445706115	0.0248388172306644
CMPK2	0.00102355551376551	0.656956891493051	1.21425795986009	0.0996558231260177	0.0253781558265979
PSMB8	0.00109599030832271	0.734540587386947	1.26700862825023	0.202072546523663	0.0268240911207342
SORL1	0.00110867598240029	-0.0879955403634406	0.330338766742842	-0.506329847469724	0.0268240911207342
TAGAP	0.00111369298840533				0.0268240911207342
HLA-DRA	0.00114657864774008	-0.639341628008491	-0.207744849961063	-1.07093840605592	0.0271275050791384
MINOS1	0.00114774339401653	-0.726557230779879	-0.299036233963653	-1.15407822759611	0.0271275050791384
HIST1H4C	0.00118726149313303	0.863406931799983	1.26433380577225	0.46248005782772	0.0278017066308651
ARF6	0.00123713045653169	-0.557520518041753	-0.261737453801693	-0.853303582281813	0.0285301105381153
ORMDL1	0.00124093007480929	-0.527966299437976	-0.241977634919202	-0.813954963956749	0.0285301105381153
ARID1B	0.00136032201263013	-0.54757230156186	-0.206832186390665	-0.888312416733055	0.0301776699117683
ATP5MPL	0.00135014215840725	-0.583972177536933	-0.296555729161228	-0.871388625912638	0.0301776699117683
CCR1	0.00136002490235294				0.0301776699117683
KDM5A	0.00133503594468722				0.0301776699117683
PPP1CB	0.00138026010068739	-0.628359861478633	-0.220029141794943	-1.03669058116232	0.0303537199533775
CKLF	0.00142062755484584	-0.657641708235802	-0.305705417557427	-1.00957799891418	0.0304802401803164
OASL	0.00142217016262449	0.98436760374338	1.39761880350836	0.571116403978397	0.0304802401803164
RANBP1	0.00140730833973148	-0.578723917520637	-0.150063060787427	-1.00738477425385	0.0304802401803164
IFI35	0.00144139452912052	0.889412671599932	1.30333624196295	0.475489101236909	0.0306326618835781
ZFR	0.00159063932699084	-0.30976978444776	0.18777438693123	-0.80731395582675	0.033522723816332
GBP1	0.00160688424099636				0.0335852086403289
CCNDBP1	0.0016217509858889				0.0336181003550248
ATP6V0C	0.00170772454936132				0.0351124828075999
PABPN1	0.00176535698774269	-0.554171709261965	-0.217690038555319	-0.890653379968611	0.0360047405000103
ISG15	0.00195577190702237	1.33972300937834	2.04432520882971	0.635120809926966	0.0392551361338061
RARRES3	0.00195096043336053	0.890283575769074	1.28341276126295	0.4971543902752	0.0392551361338061
TYROBP	0.00198717736996036	0.612501118110133	1.0064309267884	0.21857130943187	0.0395714296742501
ATXN10	0.00221848455614237				0.0432720554580614
CHCHD2	0.00220260890078079	-0.57800452499058	-0.259452206264004	-0.896556843717157	0.0432720554580614
HSP90AB1	0.00222434448776116	-0.784471858092386	-0.286563694669694	-1.28238002151508	0.0432720554580614
EIF4E	0.0023074689487547	-0.59155871799081	-0.177614447153119	-1.0055029888285	0.0444964733741158
PHPT1	0.00232247310612229	-0.567244377176026	-0.110489895620009	-1.02399885873204	0.0444964733741158
CASP1	0.00237557216114137				0.0449315251759378
CDKN2D	0.00238071347314182	0.127352501181151	0.506342447497214	-0.251637445134912	0.0449315251759378
SH3BP1	0.0024881500930256	-0.58671855400286	-0.0279539029676595	-1.14548320503806	0.046611345076013
SARAF	0.00250734248691543	0.616132897603371	0.960400793080792	0.271865002125949	0.0466255084515376
MZT2B	0.00279877386151466	-0.536993839163689	-0.228078538263912	-0.845909140063466	0.0516649569034348
SAMD3	0.00283600170910938	0.604982536411979	0.906737067536598	0.303228005287359	0.0519728139299827
MX2	0.00286995660436363	0.837031770221058	1.20950230242129	0.464561238020832	0.0522166924635656
UBQLN2	0.00289910774746891				0.0523703106667777
SERBP1	0.00301970729151658	-0.615168681770924	-0.208022812224737	-1.02231455131711	0.0541619839733718
MEAF6	0.00308820442885087	-0.465099605960148	-0.00829332623512208	-0.921905885685173	0.0550004859194637
NBDY	0.00311752492946521				0.0551344094169056
RAC1	0.00328357745599753	-0.385967108081095	-0.107321188988427	-0.664613027173764	0.05727011990495
SEC63	0.00328068155927339	-0.387610821737612	0.0701786323883538	-0.845400275863577	0.05727011990495
CBX3	0.00337997405388556	-0.586793461687773	-0.220466512583574	-0.953120410791972	0.0585476327553191
STK17A	0.00358654465613826	0.797827905309369	1.22675185455391	0.368903956064833	0.0617032070433582
PIM2	0.00361302802136084				0.0617388369325781
KLRD1	0.00367247692192142	0.660542412336272	1.51287060716141	-0.191785782488869	0.062333517688183
HCLS1	0.00376438645153145	0.597348416110684	1.05262204500322	0.142074787218149	0.0634675555728203
OGT	0.00382720178462123	-0.668626231131979	-0.248912388434483	-1.08834007382948	0.0636775875875467
POLR2L	0.00382122966041131	-0.480263581016399	-0.0787090407674055	-0.881818121265392	0.0636775875875467
OAS1	0.00393921347906081	0.906092644299832	1.40225389024764	0.409931398352028	0.0651128816244757
RPL23A	0.00399021725450089	-0.47654273866325	-0.166361529565905	-0.786723947760595	0.0655276586794335
RPL38	0.00402593829971661	-0.407218730607005	-0.0832715941640497	-0.731165867049959	0.0656877287740858
GIMAP7	0.00418577494938913	0.873692400181121	1.3581447576715	0.389240042690745	0.0678578515833661
OAS2	0.00454997964211644	0.485302203231487	0.866503945420683	0.104100461042291	0.0732923472287419
BZW1	0.0046734830435775	-0.505878994379551	-0.222905672313261	-0.788852316445841	0.0748053077038448
ARGLU1	0.00480812587891989	-0.256491632445478	0.234853777398343	-0.747837042289299	0.0764764172816881
TOP1	0.00485229763314161	-0.567514957083469	-0.215036230165738	-0.919993684001201	0.0766966294638445
RNASEK	0.00527218955464336				0.0817997998999575
SYNE1	0.00525151955305361				0.0817997998999575
WAS	0.00524822472033202	0.335715911631274	0.661183469798836	0.0102483534637115	0.0817997998999575
MYL12A	0.00533698637556588	0.590029822753858	0.952280420488341	0.227779225019375	0.082300235023208
CTSW	0.00547016734773948	0.961419640502062	1.55203579747765	0.370803483526469	0.0833376700146576
FASLG	0.00545160452374193				0.0833376700146576
BTN3A2	0.00558879743326382	0.622816866898188	0.875456556969954	0.370177176826421	0.0845240263798319
MX1	0.00570215813091613	1.13678999486819	1.80788846451366	0.465691525222718	0.0845240263798319
NDUFS7	0.00570759605859252	-0.0910154640061803	0.407676066525328	-0.589706994537688	0.0845240263798319
PHC3	0.00571514769116301				0.0845240263798319
RPL5	0.0056524148734172	-0.557654962238352	-0.215380541022046	-0.899929383454657	0.0845240263798319
FUBP1	0.00584555043312083	-0.499930956131038	-0.104554697557458	-0.895307214704618	0.0854531621119225
THEM4	0.00584184080200128				0.0854531621119225
HELZ2	0.00591304972279666	0.0964705898609349	0.549799888986739	-0.356858709264869	0.0859431192468549
SEC11A	0.0060434131203436	-0.358338872021905	0.0980491193554103	-0.814726863399221	0.0868397260303919
WAC	0.00604279688931628	-0.503345505089581	-0.120179638125012	-0.886511372054151	0.0868397260303919
SMC5	0.00611968884476624				0.087438944002338
GIMAP4	0.00641198469663942	0.766461993784197	1.130725527294	0.402198460274397	0.0905916720547547
SELENOH	0.0063987828168512	-0.606037015132229	-0.207752120478775	-1.00432190978568	0.0905916720547547
C19orf66	0.00672783475699578	0.588002416263154	1.07184694524443	0.104157887281878	0.0916433693765212
CFL1	0.0067234577144325	-0.506188549319573	-0.177298901045587	-0.83507819759356	0.0916433693765212
IFIH1	0.00656616974676353				0.0916433693765212
MZT1	0.00670504026842222	-0.142676134148396	0.350186861153717	-0.63553912945051	0.0916433693765212
NUTF2	0.00674111325590201	-0.548951660027864	-0.197794859453061	-0.900108460602667	0.0916433693765212
SHISA5	0.00667592558254224	0.584041588514529	0.893031375082223	0.275051801946836	0.0916433693765212
SSBP4	0.00661738899287486	-0.54082280856856	-0.106610298941631	-0.97503531819549	0.0916433693765212
SSU72	0.00677631873207175	0.108269607157617	0.497037197423708	-0.280497983108473	0.0916433693765212
IMMT	0.00686392204651992	-0.416074507728047	-0.0879104048093594	-0.744238610646734	0.0923343556151536
SNRPB	0.00691780572099564	-0.471007240899899	-0.0145527130490793	-0.927461768750718	0.0925668289333226
APOC1	0.00695682846347196	-0.571239338895212	-0.162407480546308	-0.980071197244116	0.0925990483374768
HOXB2	0.00714194860906946				0.093585430219361
NDUFS8	0.00713111757461173	-0.267042755693245	0.247618163094178	-0.781703674480668	0.093585430219361
UQCC2	0.00708562917171888	-0.510198091689715	-0.12966583560559	-0.890730347773841	0.093585430219361
TMEM147	0.00756113837762701	-0.429610781273123	0.0820051275484443	-0.94122669009469	0.0985676234897871
CDK17	0.00774292762417029				0.0998445100874928
DRAP1	0.00781701080784973	0.601843215864175	1.1062283353353	0.0974580963930544	0.0998445100874928
PLEK	0.00785648774512102				0.0998445100874928
SRRM1	0.00781583180621906	-0.486238488402302	-0.0846198798498956	-0.887857096954708	0.0998445100874928
ZFP36L2	0.00780755355845689	0.537689798895639	0.983572545229622	0.0918070525616557	0.0998445100874928
TMSB10	0.00795047332397488	0.621959999656183	1.00246301765972	0.241456981652643	0.100533735181662
CRIP1	0.00817586226160082	-0.650730602488693	-0.17039160246667	-1.13106960251072	0.101855939209795
H1FX	0.00816300623668454	-0.414886053410866	0.191901656544665	-1.0216737633664	0.101855939209795
SAR1A	0.00813156622674654	-0.48238721090702	-0.115675633272334	-0.849098788541706	0.101855939209795
MCUB	0.00824153119682523				0.102170747042995
DDX58	0.00838611356899559	0.662899678808396	0.997104501714803	0.32869485590199	0.10253622226322
RSL24D1	0.0083778844431667	-0.505168489387412	-0.135383442345701	-0.874953536429123	0.10253622226322
SH3KBP1	0.00839264452688279	-0.481498456436565	0.0236449495500044	-0.986641862423135	0.10253622226322
SKIL	0.00852695950473245	-0.530567901143901	-0.115764847736208	-0.945370954551595	0.103464889380957
TAP1	0.0085504791936022	0.809842127089546	1.26818197246588	0.351502281713209	0.103464889380957
HERPUD2	0.00868713639868226				0.104617942629845
BHLHE40	0.00895714205811065	0.501869213407175	0.859300848603083	0.144437578211267	0.107358351966644
COPS5	0.00903152409841649				0.107739266249506
SH2D2A	0.00918753470877512	0.556284708980977	0.987371748469285	0.125197669492668	0.109085799429541
HMGN4	0.00924302014751049				0.109231766135767
EPSTI1	0.009414913215455	0.817898817461144	1.27009132745199	0.365706307470295	0.110745653590166
MRPL33	0.00962466936057976	-0.562144418402112	-0.179497160522965	-0.944791676281259	0.112169533700029
RNASET2	0.00959113920103764	-0.482347323748062	-0.103481992224229	-0.861212655271896	0.112169533700029
G3BP2	0.00982521020996528	-0.494247948704653	-0.108326516540855	-0.88016938086845	0.113981452389918
GLUD1	0.0100748647556019				0.116343986150306
CYLD	0.0102581088221137	-0.106338344228325	0.457044238523333	-0.669720926979983	0.117921623686934
GIMAP1	0.0104271867204877	0.394127973316679	0.585167593187531	0.203088353445826	0.118785383856367
PSMB9	0.0103878029587986	0.652720242615245	1.17901679754112	0.126423687689369	0.118785383856367
RNF114	0.0107667950525414	0.155461240620611	0.412731042673436	-0.101808561432213	0.122104146582409
FCER1G	0.0108615486599656	-0.2511844087511	0.128450758090996	-0.630819575593196	0.122628823933272
EIF3J	0.0110993338858653	-0.490438127340986	-0.127027935168964	-0.853848319513008	0.123570859328393
MT2A	0.0111134811672831	1.32556560029965	1.98271491386328	0.668416286736009	0.123570859328393
RPS27A	0.0111404333439595	-0.413004691162156	-0.150709628912592	-0.675299753411721	0.123570859328393
STAP1	0.0110967952743452				0.123570859328393
ATF7IP	0.0113720558073166				0.124169164486552
CASP4	0.0114211474827031	0.297180916712887	0.68937021715871	-0.0950083837329364	0.124169164486552
JAK1	0.0114889618386134	0.618904817000264	0.997559020918151	0.240250613082377	0.124169164486552
PCSK7	0.0114669188296209	-0.506810772736414	-0.114069789382703	-0.899551756090125	0.124169164486552
SCML4	0.0114346418168344	0.244252558449668	0.678664392749948	-0.190159275850612	0.124169164486552
TMEM167A	0.0114047190465615	-0.463937155981508	-0.0653478741799111	-0.862526437783105	0.124169164486552
ATP5PF	0.0116158282920298	-0.421820995424672	-0.0195697413288632	-0.824072249520481	0.124512128604819
BAZ2B	0.0118155818513882				0.124512128604819
COX6B1	0.0118653313538005	-0.497834545051716	-0.182893792230902	-0.812775297872529	0.124512128604819
GLS	0.0117422841504011	-0.420894710464439	-0.0999620331533584	-0.74182738777552	0.124512128604819
IRF7	0.011683725418227	0.845519763631343	1.3960462368958	0.294993290366881	0.124512128604819
RBM23	0.0118390325090073	-0.0893336922656018	0.326829077052755	-0.505496461583959	0.124512128604819
SNRPE	0.0118454697593702	-0.502591327158672	-0.0538224956669811	-0.951360158650363	0.124512128604819
MRPL43	0.0120665242929514	-0.0337112837523322	0.336991409458136	-0.404413976962801	0.125066557118337
SLC16A3	0.0120421218509159	-0.501678064364573	-0.124160282720734	-0.879195846008411	0.125066557118337
UBE2L6	0.0119985415803282	0.84882523465237	1.44071323643063	0.256937232874115	0.125066557118337
G3BP1	0.0122654256024891	-0.538593948696313	-0.0625477443551843	-1.01464015303744	0.126609229994673
NHP2	0.0125289050274078	-0.508595480573541	-0.163059171444607	-0.854131789702474	0.128803255342741
ATP5MC3	0.0127713449786372	0.539901210848249	0.855280216178493	0.224522205518006	0.130764094943213
LUC7L3	0.012842534116688	-0.517396619967582	-0.185931328445622	-0.848861911489543	0.130962777343161
NCBP2-AS2	0.0130745255094243	0.0975877199390232	0.379565600320485	-0.184390160442439	0.132676200234968
USO1	0.0131154804502736	-0.202895438348676	0.317265552108124	-0.723056428805477	0.132676200234968
HSF1	0.0131855371982803				0.132853480376299
PTMA	0.0134133985593405	-0.4966329444911	-0.174418822138002	-0.818847066844199	0.134613035541953
ACAP1	0.0139547398130403	-0.512540651655732	-0.0768071870784128	-0.94827411623305	0.137935205166564
PNN	0.013962598862254	-0.482857860396686	-0.160377030986201	-0.805338689807171	0.137935205166564
RPL19	0.0138406250551646	0.377017925121316	0.622570624535464	0.131465225707168	0.137935205166564
TRA2B	0.0139593762179645	0.0210746156252575	0.394758474954883	-0.352609243704368	0.137935205166564
CCDC12	0.0142772549709859	0.123244981627864	0.479571536998008	-0.23308157374228	0.139950301634199
SAMSN1	0.0142674267464265	-0.275144697718942	0.209699720000369	-0.759989115438253	0.139950301634199
PSMF1	0.0145368129884558				0.141944401728976
USP11	0.0146281270728484				0.142286666797052
SRSF10	0.0148656398086447	-0.504325578079828	-0.133505544349206	-0.87514561181045	0.144042923663075
PPIB	0.0150020697428149	0.544635092685465	1.03267584914765	0.0565943362232764	0.144810054883889
PA2G4	0.0151680452165632	-0.569009139466318	-0.1750806553146	-0.962937623618037	0.145263475543975
RPL36A	0.0152213606244181	-0.525573297556943	-0.177955761525594	-0.873190833588293	0.145263475543975
SLA	0.0152131347646103	-0.647873534304402	-0.133924552815813	-1.16182251579299	0.145263475543975
CHD9	0.0154315377752119				0.146715635464327
CYBC1	0.0155086470932772				0.146896511231828
C4orf3	0.0162498292635784	0.597423106717343	0.971571874359281	0.223274339075404	0.15165137618022
C6orf62	0.0164063315691048	-0.404144036427754	0.0128527490646995	-0.821140821920208	0.15165137618022
CCSER2	0.0165305441259694				0.15165137618022
COMT	0.0165085048796629				0.15165137618022
NUTM2B-AS1	0.0163405376035585	-0.172843685161312	0.291219412551308	-0.636906782873933	0.15165137618022
RRN3	0.0164048515259841				0.15165137618022
SAP18	0.016324895432468	0.326581228611322	0.772612647375139	-0.119450190152496	0.15165137618022
TNFAIP3	0.0165503281240572	0.0722774585508113	0.471048728786929	-0.326493811685307	0.15165137618022
YIPF3	0.016108060541109				0.15165137618022
ZYX	0.0167872880376157	0.375809990765828	0.6718290254366	0.079790956095056	0.153267333744152
IDH3G	0.0170559190151775	-0.409192407016727	-0.102318826152322	-0.716065987881132	0.154603653008545
TMEM123	0.0170298120550451	0.1272102096507	0.631925619798789	-0.377505200497389	0.154603653008545
GIMAP5	0.0171464477152496				0.154869165256665
RPS19	0.0172245732577695	-0.542754276469014	-0.179691097247513	-0.905817455690515	0.155021159319926
CEP350	0.0173333883806075				0.155447302179278
PRDX1	0.0174035268016824	-0.504737338994753	-0.124429213411021	-0.885045464578486	0.155524803114681
EIF5A	0.0178835145311245	-0.533001129050086	-0.0908379315997979	-0.975164326500375	0.158692660523557
SMDT1	0.017845515128161	-0.461890357683749	-0.154353117329701	-0.769427598037797	0.158692660523557
CD7	0.0182364290665442	0.945104624415791	1.62158345309001	0.268625795741572	0.15907715556131
DNAJB6	0.0181609453403806	0.296329934690579	0.521159180114245	0.0715006892669122	0.15907715556131
GNLY	0.0181213524291649	1.76676133269	3.00952852936816	0.523994136011841	0.15907715556131
LDHB	0.0182413503806959	-0.401837382100397	0.021069685328073	-0.824744449528868	0.15907715556131
MED10	0.0180535050687731	0.0860351816854016	0.629492940373271	-0.457422577002468	0.15907715556131
HERC6	0.0184840880073642				0.160640063816578
NSA2	0.0185648629802396	-0.412065640895989	0.013626106382426	-0.837757388174403	0.16078951533228
PSMB7	0.0186632370019787	-0.336980515723541	0.0705188742877611	-0.744479905734843	0.161089851119468
EIF3E	0.0187869838228809	-0.475286818596216	-0.160768646096007	-0.789804991096426	0.161606401660087
SFPQ	0.0188696111597424	-0.471609284710295	-0.138059381573386	-0.805159187847203	0.161766937705046
AKAP2	0.019209401702978				0.163665129873184
CHMP5	0.019268694562604	-0.304215123690333	0.162407419786917	-0.770837667167583	0.163665129873184
CHST12	0.0192851754457132	0.536165178831316	1.15329157028311	-0.0809612126204791	0.163665129873184
ARAP2	0.0194630192052594	0.200792587313042	0.75835866825973	-0.356773493633646	0.164404292306097
SRP19	0.0195022885297862	-0.406933935467307	-0.0282249295872379	-0.785642941347376	0.164404292306097
COPB2	0.0197397874586941	0.046210868548927	0.405271986653785	-0.312850249555931	0.164849137708272
DCXR	0.0197506084324264	0.399574874019829	0.636778079779736	0.162371668259923	0.164849137708272
RFC1	0.0196436949295428	-0.189881675769395	0.254094881181208	-0.633858232719999	0.164849137708272
