gene	p-value	logFC	ci.hi	ci.lo	fdr
TMA7	4.85785949190987e-08	0.391235481251497	0.54499842235213	0.237472540150865	7.65112869975805e-07
FCGR3A	5.58441667732825e-08	0.273698382486727	0.404656534101663	0.14274023087179	8.64638073684637e-07
GNG5	5.54858479607639e-08	0.389168506672131	0.554412733013744	0.223924280330518	8.64638073684637e-07
POMP	5.87934710830952e-08	0.436173384608036	0.58261809081481	0.289728678401262	9.02652703099286e-07
PLAC8	6.00034004075e-08	-0.345480072182927	-0.211701417332738	-0.479258727033116	9.13551771204187e-07
FURIN	6.49397557456292e-08	0.224824503353049	0.288745514861506	0.160903491844592	9.80536642539377e-07
FNDC3B	7.15267248662644e-08	0.204276605816502	0.276935909915214	0.131617301717791	1.06243354740378e-06
SLC9A3R1	7.13550086556125e-08	-0.358644932059641	-0.218793662464162	-0.49849620165512	1.06243354740378e-06
HIST1H1E	7.58157980875086e-08	-0.330461602181634	-0.199028785804731	-0.461894418558537	1.11706018633773e-06
KLRB1	9.46300559410808e-08	-0.53864434884482	-0.346811543439584	-0.730477154250057	1.38311289763484e-06
CTSB	1.00010249777141e-07	0.289744865808252	0.37210664545468	0.207383086161823	1.45014862176855e-06
GPSM3	1.04610292761408e-07	-0.369770876231994	-0.236854980041261	-0.502686772422727	1.50490555019758e-06
CD58	1.32710087967767e-07	0.287333207916445	0.37273524138993	0.201931174442959	1.89422914622743e-06
MRPS6	1.4013571235815e-07	0.38495593529936	0.511706466447926	0.258205404150793	1.98471276339798e-06
PTGER2	1.63131241612998e-07	0.330106959817594	0.431641779696734	0.228572139938454	2.29262137251497e-06
LDLRAD4	2.08068877417742e-07	0.221801833741266	0.287620021314932	0.155983646167599	2.90184609955889e-06
NKG7	2.22862500712985e-07	0.639727373987058	0.885298765413729	0.394155982560386	3.08461961214109e-06
DRAP1	2.2753561634449e-07	-0.391358355178302	-0.243621782578708	-0.539094927777895	3.125620835048e-06
RPL37	2.33207565537919e-07	-0.350140127183633	-0.22836202262407	-0.471918231743197	3.17962852416252e-06
IFITM3	2.43893137673562e-07	-0.640017684065334	-0.410854519541477	-0.869180848589192	3.30068712984887e-06
RPL41	2.5875301785945e-07	-0.301078201941155	-0.19575246295943	-0.40640394092288	3.47604237962659e-06
RGS1	2.61554227824111e-07	0.293857581348709	0.380704775081854	0.207010387615563	3.48802608930403e-06
TRGC1	3.55743842405456e-07	-0.308958365334405	-0.181681497679323	-0.436235232989487	4.70973913097658e-06
RPS27	4.06455257147533e-07	-0.364883214829232	-0.235192649756962	-0.494573779901502	5.34240111373052e-06
CD99	4.12890157375087e-07	0.424934220524349	0.592403335893985	0.257465105154714	5.38821655374488e-06
CXCR4	4.2102330781235e-07	0.371754492487796	0.496619371965295	0.246889613010298	5.45538711612173e-06
GIMAP1	4.46792179116608e-07	-0.273169237826436	-0.161482284616826	-0.384856191036046	5.74851627638058e-06
HLA-F	5.0951914471107e-07	-0.361264792223278	-0.206697678801771	-0.515831905644785	6.50973061109877e-06
CKLF	5.15342398344962e-07	0.289789787646006	0.403548926372967	0.176030648919045	6.5384066790017e-06
UQCRH	5.20565927661458e-07	0.142601194675539	0.282312149158502	0.00289024019257528	6.55913068853437e-06
PPP1R15A	5.50198163462903e-07	0.297130859374693	0.3912287216873	0.203032997062087	6.88501400442962e-06
RSAD2	5.6945887589843e-07	-0.470969136354093	-0.264042316688621	-0.677895956019566	7.07756031473763e-06
RPS14	5.81713891740389e-07	-0.321669373793346	-0.20629106744608	-0.437047680140611	7.181022163579e-06
ADGRG3	6.00064467229182e-07	0.236533743418122	0.313019340988654	0.160048145847591	7.35783746058869e-06
GCNT1	6.16945729130027e-07	0.21223540727862	0.279273435821602	0.145197378735639	7.51439898080372e-06
SF1	6.44692652409638e-07	-0.349342156478428	-0.215068265995294	-0.483616046961563	7.80035414538019e-06
MT-ATP8	6.82510072246016e-07	0.340890593317595	0.534674415219833	0.147106771415358	8.20359146048337e-06
LINC01871	7.41592690458606e-07	0.375336209198447	0.501692691221797	0.248979727175098	8.85548918606453e-06
KIAA1551	7.83859228356637e-07	-0.321926935418994	-0.190745140613848	-0.453108730224141	9.29942084550374e-06
CMPK2	8.7262069473697e-07	-0.408941801342103	-0.24224457248244	-0.575639030201767	1.02197308287464e-05
VAMP5	8.70502386843269e-07	0.298721286772729	0.397777029832141	0.199665543713317	1.02197308287464e-05
FKBP1A	9.06184025630891e-07	0.306102997308079	0.417212028145137	0.19499396647102	1.05452115594117e-05
C4orf48	1.22424120325777e-06	0.254492851799441	0.337720917777787	0.171264785821095	1.41562574579237e-05
TRAF3IP3	1.29063767363499e-06	-0.348550544987409	-0.211825020554157	-0.485276069420662	1.48301574196926e-05
PABPC1	1.54562634507049e-06	-0.410992152223276	-0.23583106264555	-0.586153241801002	1.76491208277736e-05
CTSD	1.82599472363266e-06	0.328196720754705	0.438096683810053	0.218296757699357	2.07210705594837e-05
GBP2	1.8770835854071e-06	0.381189888099983	0.520490576250404	0.241889199949562	2.11693315465356e-05
CCND3	1.95333595581412e-06	-0.406297827431368	-0.24889563322359	-0.563700021639146	2.18941398237571e-05
ZNF683	1.97849712996244e-06	0.291410047624228	0.390295248066924	0.192524847181533	2.20409405880572e-05
KIR2DL4	2.30141289531151e-06	0.31833287155678	0.426239863718599	0.210425879394962	2.5482917331722e-05
RPL29	2.3225391925103e-06	-0.324552095669615	-0.20168479590147	-0.44741939543776	2.55619223175682e-05
CTSC	2.34587576774079e-06	0.374779640181816	0.534397068243268	0.215162212120364	2.566416184229e-05
ANXA5	2.41274146000717e-06	0.267356861244701	0.366190150965467	0.168523571523935	2.6238563377578e-05
RIPOR2	2.45934410853121e-06	-0.28724444467401	-0.165432638961105	-0.409056250386916	2.65871105697428e-05
SNRPG	2.58618499385531e-06	0.2706296671001	0.404257455594614	0.137001878605586	2.7793882257492e-05
TMEM258	2.67135565255451e-06	0.346298380937594	0.502065687004613	0.190531074870575	2.85413261825561e-05
IL32	2.78118398152919e-06	0.656310819350396	0.894897049414323	0.417724589286468	2.95419949665921e-05
PSMA4	3.11425867370461e-06	0.280619820699104	0.38639732747542	0.174842313922788	3.26997160738984e-05
TMEM123	3.10528831931794e-06	-0.368166610782441	-0.222626320933328	-0.513706900631554	3.26997160738984e-05
COX7B	3.28941026957498e-06	0.351899880836128	0.487272884444198	0.216526877228057	3.43414432143628e-05
UTRN	4.37915833820827e-06	-0.313323216678329	-0.182164284026617	-0.44448214933004	4.54586493403779e-05
GCC2	4.54910607122526e-06	-0.268079744629805	-0.140808372785312	-0.395351116474298	4.69560270741726e-05
RPL26	4.63583075710569e-06	-0.319137123026204	-0.16441409474236	-0.473860151310049	4.75823752428769e-05
ARHGAP15	4.90108221392886e-06	-0.254607653092926	-0.143658075420739	-0.365557230765113	5.0023894999151e-05
RAB27A	4.93181118910168e-06	0.261869218954616	0.354992211835943	0.168746226073288	5.0057883569382e-05
GLUL	5.03766703885007e-06	0.261452754686803	0.351211242623371	0.171694266750234	5.08498214363485e-05
TENT5A	5.39639950789592e-06	-0.265256918917825	-0.145163914785479	-0.385349923050172	5.4171548906186e-05
S100A11	5.47179644230007e-06	0.483865456410699	0.690204445361517	0.277526467459881	5.46282628419794e-05
CREM	5.75343029456448e-06	0.296968223141971	0.411534797992035	0.182401648291906	5.71278105878766e-05
RPS27L	5.98079919464164e-06	0.313381248212207	0.428294988371649	0.198467508052765	5.88340531871392e-05
TRIM14	5.98967372348544e-06	-0.221925712595886	-0.120917932835999	-0.322933492355773	5.88340531871392e-05
RPL34	6.11276861943745e-06	-0.304230635458335	-0.184530290667906	-0.423930980248765	5.97220762979263e-05
KLRD1	6.86348246635121e-06	-0.430046486743371	-0.230003203675936	-0.630089769810807	6.66999067341684e-05
RPL3	6.91835209652391e-06	-0.376409792282885	-0.230725242915654	-0.522094341650116	6.68774035997311e-05
SEPT6	6.99782811245391e-06	-0.278336614530459	-0.155931198756373	-0.400742030304546	6.72896419023858e-05
MT-ND4L	7.62499791526217e-06	0.40706525919109	0.576867692734965	0.237262825647215	7.29364983831622e-05
ANXA1	8.08758497098086e-06	0.482617278844101	0.677543538010199	0.287691019678003	7.69584257394897e-05
RBPJ	8.60337271516404e-06	0.340189672814241	0.466438045102996	0.213941300525485	8.14422898995062e-05
DDX17	9.95885498532396e-06	-0.33508820526138	-0.189514791613074	-0.480661618909686	9.37877734958086e-05
GOLGA4	1.0258323548604e-05	-0.22890609168795	-0.121212757369846	-0.336599426006055	9.5622230220916e-05
OST4	1.02482262197086e-05	0.348727748532668	0.510779789476961	0.186675707588376	9.5622230220916e-05
CD247	1.04470803301801e-05	0.15605554715359	0.348205566123768	-0.0360944718165875	9.68873896611121e-05
STAT1	1.14447213777005e-05	-0.322834821098487	-0.132892437355368	-0.512777204841606	0.000105603565439691
CDC42	1.22062167197853e-05	-0.308130781685713	-0.154766762780256	-0.46149480059117	0.000112064110286673
DNAJB6	1.22680285734162e-05	0.276210711567615	0.394687029862884	0.157734393272346	0.000112068441018157
HSPB1	1.29336544656598e-05	0.301189231473707	0.407150002451817	0.195228460495597	0.000117561127904281
TUBB	1.35356170015784e-05	-0.342424936999072	-0.196077546929913	-0.48877232706823	0.000122423625058831
FAM177A1	1.44985986966169e-05	0.231721086760697	0.316494587070511	0.146947586450882	0.000130487388269552
STK17A	1.61556998133316e-05	-0.39066467004634	-0.225481540005529	-0.555847800087151	0.000144688546857632
RPL32	1.65632965483456e-05	-0.275997414952462	-0.148304111753213	-0.40369071815171	0.000147541512965045
TBCA	1.66357699347561e-05	0.317800041079425	0.449583653118741	0.186016429040109	0.000147541512965045
RPL10A	1.70228705325286e-05	-0.329832695785367	-0.178636226926275	-0.481029164644459	0.000150245335569709
LIMD2	1.7440315935427e-05	-0.375370313077739	-0.198824529484895	-0.551916096670583	0.000153189698144352
RPL13A	1.77141654387389e-05	-0.340804484581264	-0.179862341578223	-0.501746627584305	0.000154850623237205
GPX4	2.298790060091e-05	0.274377676278614	0.412272490260322	0.136482862296907	0.000199994735227917
PIK3R1	2.38375336386428e-05	-0.303596980010597	-0.167730752111164	-0.43946320791003	0.000206403668046448
RPL18A	2.47893557923525e-05	-0.299198008209951	-0.17454410924251	-0.423851907177393	0.000213632797323717
C19orf53	2.55113915918914e-05	0.289268733989518	0.404811891993877	0.173725575985159	0.000218823063091012
MAP3K8	2.58882350256751e-05	0.285984295637139	0.400034679692653	0.171933911581625	0.00022101778220518
ATM	2.62380775827159e-05	-0.259241533371661	-0.138418221022531	-0.380064845720792	0.000222962640668009
SEM1	2.74334191154423e-05	0.320740937209887	0.457823956132596	0.183657918287177	0.00023204100335145
MYL6	2.7707491767973e-05	0.3405375776583	0.497286695737343	0.183788459579257	0.000232294500214524
USP15	2.7717679828553e-05	-0.304711402275455	-0.164734125836491	-0.444688678714418	0.000232294500214524
CMC1	2.82455129524122e-05	-0.375572204336851	-0.202193228602645	-0.548951180071058	0.000235637224493411
GZMK	2.88671613335625e-05	-0.207557105425634	-0.0251045388381078	-0.390009672013161	0.000239728653438267
UQCRB	3.15208304834304e-05	0.304283607122372	0.458042447019459	0.150524767225284	0.000260581707209173
GNPTAB	3.26636755445556e-05	0.317725859991365	0.443598415527606	0.191853304455124	0.000268813221711276
TNFSF10	3.4743613256086e-05	-0.186880704242478	0.0784534537870851	-0.452214862272041	0.000284648347169817
ARPC2	3.68497401027367e-05	0.376520397560135	0.553152497379251	0.19988829774102	0.000300555692712946
UBE2D3	3.71851885275187e-05	0.000928724409954507	0.145036244073047	-0.143178795253138	0.000301943730843452
DAZAP2	3.94185688618542e-05	-0.318295682941065	-0.166014760399581	-0.47057660548255	0.00031866250137437
RAC2	3.9913773332124e-05	-0.358913717117083	-0.20410206243474	-0.513725371799426	0.000321244334263394
EIF2S3	4.16959783617367e-05	-0.181487054641073	-0.0855680144439035	-0.277406094838242	0.000334116458188127
SDCBP	4.19230165601683e-05	0.256436982678403	0.3538772503377	0.158996715019107	0.000334468782774793
RCSD1	4.3552026285547e-05	-0.218502789610519	-0.103758067871	-0.333247511350039	0.000345614471111789
S100A10	4.36983814049389e-05	0.40600802743446	0.594193035071097	0.217823019797822	0.000345614471111789
CHCHD2	4.50824727910809e-05	0.311393474841916	0.475986517105259	0.146800432578574	0.000355024473229762
BATF	4.57040556220621e-05	0.208638596968866	0.290354051492089	0.126923142445644	0.000358374719405612
GLRX	4.61848097448851e-05	0.241891833427786	0.337746415956914	0.146037250898658	0.000360596783777372
COX8A	4.77263050580465e-05	0.270618199182925	0.415897324123428	0.125339074242422	0.000371046635493834
PPP1R16B	4.79980788391617e-05	0.145078294256795	0.216306536593979	0.0738500519196097	0.00037157834762351
HNRNPA1	4.9774419773546e-05	-0.36385363573183	-0.208135618889059	-0.519571652574601	0.000383704071418855
RARRES3	5.17290263068387e-05	0.36016431907744	0.55256286782385	0.167765770331031	0.000397096349002497
MBP	5.26559720897649e-05	-0.293596217064844	-0.142723967138886	-0.444468466990802	0.000402520757355651
HSP90AA1	5.32352604351642e-05	0.48179488044707	0.695123294159637	0.268466466734502	0.000405253420062688
ATP5ME	5.49586421271273e-05	0.318450912766634	0.464901255441262	0.172000570092005	0.000415132135108893
ROMO1	5.49873983012326e-05	0.247412373032385	0.38147538564777	0.113349360416999	0.000415132135108893
RPS25	5.5355094249707e-05	-0.290814238989523	-0.162577804695716	-0.419050673283329	0.00041618830121076
NOP53	5.68130413157036e-05	-0.322707572835626	-0.170993128237895	-0.474422017433356	0.000425399288867993
EIF4A2	6.01666987364052e-05	-0.328281617219754	-0.17989799682575	-0.476665237613757	0.00044867166772005
HINT1	6.57575180395869e-05	0.327924730134365	0.502818328832852	0.153031131435877	0.000488369859586688
PHF3	6.62304192014699e-05	-0.212479361285775	-0.104728881985433	-0.320229840586117	0.000489890590611683
CORO1A	6.69575110345321e-05	-0.406367056619175	-0.229303338434253	-0.583430774804096	0.000493271663951976
NOP10	7.31890904287666e-05	0.304176090787149	0.443566373771138	0.16478580780316	0.000537013928567697
ITGA4	8.32419868741413e-05	-0.275227770349487	-0.14097617709943	-0.409479363599545	0.000608332440076225
PRELID1	8.73263661556418e-05	0.233954637459753	0.374239892791661	0.093669382127845	0.000635638529746444
PNRC2	9.00823463026185e-05	-0.24173534020523	-0.123832585916563	-0.359638094493896	0.000653097010693984
C1GALT1	9.36085897014909e-05	-0.223756558219002	-0.109926045114795	-0.337587071323209	0.000675979815749501
ARPC3	9.43969507480846e-05	0.267467937599744	0.430686429538896	0.104249445660591	0.000678989090617128
FLOT1	9.69971766836278e-05	0.315542920177567	0.451317390350337	0.179768450004797	0.000694956242356816
SERPINB1	9.75013366474784e-05	0.156430721978374	0.311221111207938	0.0016403327488109	0.000695839617402121
GCH1	0.000104557557395743	0.203812378314658	0.299146685017234	0.108478071612083	0.000743294386622653
UCP2	0.000108361347751415	-0.232620771322005	-0.0996018282612951	-0.365639714382714	0.000767349543960604
C19orf66	0.000110168785226528	-0.304815494398988	-0.146701082919466	-0.462929905878509	0.000777136566057398
HLA-DRA	0.00012613553614147	0.356013017251754	0.522209803044722	0.189816231458786	0.000883980674441285
IER2	0.000126282953491612	-0.377120401802596	-0.199343011303302	-0.554897792301891	0.000883980674441285
PNRC1	0.000137035118306775	-0.356128578578583	-0.189287826986971	-0.522969330170195	0.000954958516666108
SUN2	0.000137468029492713	-0.263335361458084	-0.133074710921281	-0.393596011994888	0.000954958516666108
VMP1	0.000139455620852262	0.207413420366855	0.292966238111103	0.121860602622608	0.000965096285216223
N4BP2L2	0.000141571850011272	-0.302685387374925	-0.155858592400016	-0.449512182349835	0.000976044414983377
