gene	p-value	logFC	ci.hi	ci.lo	fdr
GBP2	0.000278662377494511	0.807174378684642	1.02536931961079	0.588979437758491	0.0043285555970814
RPSA	0.000340339726223675	-0.60546733426371	-0.286535223641177	-0.924399444886243	0.00523673673085673
LITAF	0.000346907100789999	0.790443268962431	0.991010379471897	0.589876158452965	0.00528790169521952
H3F3B	0.000351093314610614	0.776439053273702	1.15238413653464	0.400493970012768	0.00530215922342511
RBM3	0.000356267010252061	-0.726032417148027	-0.362614803048549	-1.08945003124751	0.00530370715534262
RPS27A	0.000357699440274487	-0.632761178784473	-0.325651951277483	-0.939870406291462	0.00530370715534262
PLEK	0.000366535885622468				0.00535707785926617
RPL5	0.000367868007503256	-0.640589931829534	-0.330409230550622	-0.950770633108447	0.00535707785926617
CTNNB1	0.00038633970100406	-0.465412028350676	-0.166835906536969	-0.763988150164382	0.0055762836490055
SEPT6	0.000398624223078473	-0.44988236638929	-0.14618432348997	-0.75358040928861	0.00570312375299114
TAP1	0.000423426893456403	0.917162439662197	1.19626786301799	0.638057016306405	0.00600529794110777
N4BP2L2	0.00046975242553881	-0.637830315319889	-0.342399008180368	-0.933261622459409	0.00660488108667068
RPS9	0.000474417973123185	-0.519432006356739	-0.21041367894156	-0.828450333771918	0.00661346764242663
RARRES3	0.000495027341962013	1.04116779583452	1.44980836614853	0.632527225520503	0.0068422847011868
ORMDL1	0.000503282972333656	-0.398492100977954	-0.107809138269114	-0.689175063686794	0.00689793720904363
CHMP2A	0.00050866352966583	-0.363152072329095	-0.0891310991475265	-0.637173045510663	0.00691358514070807
RPL7	0.000574169562004415	-0.707753692098067	-0.3433408584831	-1.07216652571303	0.00773942607958017
OASL	0.000581076499245482	0.948311771065065	1.27836835277603	0.6182551893541	0.0077683259858146
MX1	0.000694489306344016	0.964150699096333	1.44558133209723	0.482720066095438	0.00916948466523571
PSMB9	0.000697128202629815	0.920324725394341	1.41505239004042	0.425597060748267	0.00916948466523571
EEF1A1	0.000721665172816464	-0.688821017413797	-0.335293432461371	-1.04234860236622	0.00941628717490922
CBX3	0.000775279398845577	-0.675413638626155	-0.314131991823314	-1.036695285429	0.00987875546497762
FCER1G	0.000770745996071872	-0.226294303382899	0.154596577532244	-0.607185184298043	0.00987875546497762
GNAS	0.000769592838517018	-0.562399105300745	-0.262766145426453	-0.862032065175037	0.00987875546497762
MYL6	0.000876624252789751	0.763240643090113	1.16083970930844	0.365641576871787	0.0110835205914735
CXCR4	0.000954061078278058	0.305355675055762	0.757131115872896	-0.146419765761371	0.0119697970667039
IFIH1	0.000991283016537305				0.0123418519081858
CD38	0.00101725414638634	0.901543390779746	1.19514381148662	0.607942970072875	0.0125692538845161
EPSTI1	0.00103396238269005	0.820179414108365	1.1068517316552	0.533507096561529	0.0126796439561464
RAC1	0.00108500732657031	-0.368470079796872	-0.0932182826579865	-0.643721876935758	0.013108495923231
XCL1	0.00108069524152191	-0.0860349025979276	0.399554979613874	-0.571624784809729	0.013108495923231
CORO1A	0.00110103490155323	-0.622998241715781	-0.289989514483215	-0.956006968948346	0.0132043229737744
CCL3L1	0.00111698420487968				0.0132978192566332
CASP1	0.00116526881037633				0.0137721263023463
BZW1	0.00119425890342846	-0.487910640144337	-0.199710549558944	-0.776110730729729	0.014013210586272
EEF1B2	0.00125765513627582	-0.192872883752358	0.0839255300831011	-0.469671297587817	0.0146516823376133
PSME1	0.00134847667511352	0.756019769644401	1.14928053332869	0.362759005960109	0.0155983365752493
FASLG	0.00143484936877699				0.0164805585948963
SH2D2A	0.00146264345549869	0.664749254768792	0.954666398631515	0.374832110906069	0.0166823180134151
TRAPPC1	0.00149973805292199	-0.337961308672087	-0.0576312700508281	-0.618291347293346	0.0169866164188595
MYL12A	0.00156814095216853	0.372116765455265	0.707291453122948	0.0369420777875812	0.0176388820205991
ATP5F1E	0.00170167257902254	0.403471800128995	0.708862060829247	0.0980815394287426	0.018880462424393
RPS27	0.00169702464213163	-0.636838054046359	-0.292135425518075	-0.981540682574643	0.018880462424393
RPL4	0.00183776272155711	-0.531715819639015	-0.242549864037214	-0.820881775240815	0.0202526418841868
RPL36A	0.00190104438807614	-0.638085203532915	-0.314672999277453	-0.961497407788377	0.0208094187714911
VIM	0.00201298195511719	0.708036410586729	1.16301632467734	0.253056496496116	0.0218878237919743
TNFAIP3	0.00217198577686645	0.568085011286548	0.929530753440822	0.206639269132274	0.0234603231925112
RPL38	0.00220554731700319	-0.409565752496882	-0.131922717978172	-0.687208787015592	0.0235114227060928
RTP4	0.00219676510784897				0.0235114227060928
LAG3	0.00224970058121115				0.0238263743373727
AP2M1	0.00235788144587439	-0.342909286536291	-0.0558159949640252	-0.630002578108557	0.0248109976659428
CD7	0.0024314072245486	0.867501988806296	1.42421862697457	0.310785350638025	0.0254206742515306
TMA7	0.00248555138917344	0.539379483079354	0.865812490751452	0.212946475407257	0.0258212376798846
MZT2B	0.00253526012489107	-0.383049214082944	-0.0851788561586578	-0.68091957200723	0.0261709447069452
XAF1	0.00258892528454967	0.740564994219322	1.10222668785334	0.378903300585303	0.0265568373528334
TMBIM6	0.00261652000300203	0.0305007263117403	0.326700030703267	-0.265698578079787	0.0266721507806019
HERPUD2	0.00264366144265158				0.0267814398320791
SYNE1	0.00270081085573229				0.0271914969487616
GNG5	0.00280744295087	0.774123430694203	1.1917071513845	0.356539710003903	0.0280916530850857
IFI35	0.00298658117488881	0.748684500079794	1.03822114672405	0.459147853435538	0.0297019140014856
B2M	0.00304988543635931	0.405251414372266	0.635190929319251	0.175311899425281	0.0301476554345578
ARAP2	0.00311229932727432	0.303020381097702	0.598138297985536	0.00790246420986912	0.0305792783300266
LAP3	0.00319263679888736	0.621441964860585	0.825694114006026	0.417189815715143	0.0311807821496125
AC004687.1	0.00327622881456377	-0.617217198637218	-0.252150425453831	-0.982283971820604	0.0316185159559379
PDE4D	0.00326556509635398				0.0316185159559379
CTSB	0.00332761275801545				0.0319255082842541
EIF3K	0.00343653848197331	-0.0350773057963776	0.239295812551402	-0.309450424144157	0.0327777442344939
CST3	0.00352699256821985	-0.60271699154399	-0.188372948767521	-1.01706103432046	0.0334449120858522
SLC7A5	0.00356303441740219				0.0335913822819825
RPS12	0.00367640346276943	-0.530116673243647	-0.223988911874953	-0.836244434612341	0.0344610002745802
H1FX	0.00370129294239049	-0.218088838493015	0.225506698364418	-0.661684375350449	0.0344960502230794
APOL6	0.00381361368822541	0.423226165335775	0.891546251571514	-0.0450939208999639	0.0353409313948616
GZMA	0.0039371839328943	1.11399475903494	1.73359939936639	0.494390118703502	0.0362799265228848
CXCL10	0.00403641548666845				0.0368791852223652
FNBP1	0.00411527388747422	-0.463116794174137	-0.15955886539784	-0.766674722950435	0.0368791852223652
PRDM1	0.0041019814856088				0.0368791852223652
SLC9A3R1	0.00407428950195394	-0.527305590579103	-0.199981626419647	-0.85462955473856	0.0368791852223652
TAGAP	0.00405308736901865				0.0368791852223652
GLUD1	0.00422124258214958				0.0376221128496501
CD52	0.00424842884802132	-0.560024241428065	-0.0933694594115402	-1.02667902344459	0.0376586274517542
TOP1	0.00434554878363259	-0.417794524109041	-0.101141068197913	-0.73444798002017	0.0383112976546203
TSTD1	0.00450203659321468	-0.48005579128714	-0.173291639041158	-0.786819943533121	0.0394775359329739
NDUFB7	0.00459328409596926	-0.579225606210077	-0.237787157421354	-0.920664054998799	0.0400622800028121
KLRD1	0.00469888568842036	0.542389331198355	1.19885714847337	-0.114078486076664	0.0407653327543277
RPS24	0.00480063031319153	-0.526767418535033	-0.21481448698245	-0.838720350087616	0.0414276615916158
CCSER2	0.00488770325655741				0.0419570737444481
IL1RN	0.00507410286100923				0.0433291191953196
MX2	0.0052625302352501	0.659311610948529	0.928792221293379	0.38983100060368	0.0447040979879839
C11orf58	0.00543492071035727	-0.144036930200487	0.141947162688897	-0.430021023089872	0.0459293040341591
NOSIP	0.00570529975388889				0.0479656901989319
GNG2	0.00598031879175935	0.584377912649025	0.816028856943813	0.352726968354238	0.0500199997403051
CFL1	0.00608652300386645	-0.478310364856385	-0.160299357310378	-0.796321372402392	0.0503914671030771
GNPTAB	0.00606722077993223	0.579608988753245	0.800543696663769	0.35867428084272	0.0503914671030771
RPL36AL	0.00614707789688658	0.62754060316835	1.03742799330328	0.21765321303342	0.0506357780294041
IFNG	0.00641869988769101				0.0526075352604223
PTBP3	0.00664759505656695	-0.451717729999109	-0.126580855632111	-0.776854604366107	0.0539414305336353
RAB5IF	0.00662443217229597				0.0539414305336353
GCC2	0.00670282104886097	-0.169924482023558	0.107273099194816	-0.447122063241933	0.0541203026271893
CCL8	0.00703655377484678				0.0565350699841138
CLEC2B	0.00709713325660673	0.688985091374287	1.07349395524141	0.304476227507163	0.0567422761839489
FYN	0.00720898277385612	0.509617748328201	0.708411447092026	0.310824049564376	0.057199062010468
ZRANB2	0.00722440636061091	-0.49071909495857	-0.132165232947171	-0.849272956969968	0.057199062010468
TXNIP	0.0072919385125081	-0.778818746189811	-0.21825928177418	-1.33937821060544	0.057454839197588
MCUB	0.00751958973496831				0.0587752232095787
ZBP1	0.0075315889949736	0.621181827020523	0.871528383125808	0.370835270915239	0.0587752232095787
PSMB8	0.00766426813367568	0.716708665145124	1.17452645070799	0.25889087958226	0.0595258158382144
HCLS1	0.008009715282513	0.499706297112961	0.795966745166258	0.203445849059664	0.0618667164228623
RANBP1	0.00804153518188032	-0.518966078122811	-0.140459470069859	-0.897472686175763	0.0618667164228623
COPS9	0.00815630462961438	-0.558552144565466	-0.146175544667284	-0.970928744463647	0.0623259165700525
GCH1	0.00817764938442136				0.0623259165700525
UBE2J1	0.00823532883318906				0.0624735875671226
ZFP36L2	0.00835562628809709	0.115206942130639	0.55251006889906	-0.322096184637783	0.0630927151661405
DDX46	0.00845148584105682	-0.224443739113552	0.0717272223294265	-0.52061470055653	0.0632310706732279
PGLS	0.00843524392071262	-0.50591050954855	-0.154862849718257	-0.856958169378843	0.0632310706732279
WIPF1	0.00851956196127211	0.639439846125087	0.988104684496172	0.290775007754002	0.0634493404513005
SERF2	0.00866415846046995	0.522108588841466	0.85619010971567	0.188027067967261	0.0642329202228477
NUTF2	0.00873694030868643	-0.365352689365171	-0.0468247468932969	-0.683880631837045	0.0644794101514369
RPL18	0.00894787283720031	-0.472045040561381	-0.142981955993063	-0.801108125129699	0.0657386513399716
EVL	0.00905266380621902	0.0824928912112137	0.414116386028839	-0.249130603606412	0.0662102899907768
CALM2	0.00919264006191831	-0.412864975700635	-0.120156761840354	-0.705573189560917	0.0669339104508427
RPS19	0.00936140849809436	-0.591238964948894	-0.206484945397032	-0.975992984500756	0.0678598100461862
MCL1	0.00968236575458113	0.688428908822291	1.06449790790946	0.31235990973512	0.0695680112146336
YME1L1	0.00964281440830256	-0.254156699903934	0.0260952562296776	-0.534408656037546	0.0695680112146336
CARD16	0.00996137394784197	0.630012751952941	0.928097707840039	0.331927796065844	0.0712587759163608
MYL12B	0.0104619513790307	0.295662706080955	0.59410832751077	-0.00278291534885944	0.0741888813008653
TLN1	0.0104383691353131	-0.382804259148246	-0.0575207880748642	-0.708087730221627	0.0741888813008653
CEP350	0.0107638012938522				0.075998960650532
MT-ND6	0.0108955345410481	0.647990399236272	0.923008022813894	0.372972775658649	0.0765974863640059
IDH2	0.0114022337598717				0.0794745438562
LRRFIP1	0.0113763602818569	-0.320699002679457	0.00156608226864358	-0.642964087627557	0.0794745438562
SMCHD1	0.0115865352057197	0.585976899347529	0.90709811326143	0.264855685433628	0.080415484768208
IGF2R	0.0120165581683334				0.0830466371718295
MED10	0.0120731319436504	0.205168260202145	0.520807546434377	-0.110471026030087	0.0830855620257125
RPL34	0.0122537542612212	-0.493673781152991	-0.171079144427371	-0.816268417878611	0.083974257143075
SUB1	0.0125483877879377	0.523367761435494	0.893934282739915	0.152801240131072	0.0856335585026208
VPS37B	0.0126407411923645				0.0859043703531104
SFPQ	0.0128976017205944	-0.249600128719659	0.0559674838721717	-0.555167741311489	0.087286258947259
DNAJB6	0.013291607629917	0.515090099582218	0.787856213398298	0.242323985766138	0.0895810415057627
CFLAR	0.013646275561038	0.571641020998152	0.942823901713453	0.200458140282851	0.0915929030454856
PA2G4	0.0139450284968803	-0.478712806148227	-0.134972444145575	-0.822453168150879	0.0932145142557858
NT5C3A	0.0142031689197596	0.627442049261421	0.93541078077796	0.319473317744882	0.0945525245229713
AP2B1	0.0145464116615432				0.0964438919511259
NDUFA13	0.0146168615058979	-0.363251953591299	-0.0556919608868891	-0.670811946295709	0.0965186280004838
ARPC3	0.0148385342860397	0.456223620386853	0.803836427935661	0.108610812838046	0.0975872960505271
HSP90AA1	0.0151433493706466	-0.0900371242225606	0.384903069193427	-0.564977317638548	0.0991919792109423
CD74	0.0152456374314061	0.806833417856075	1.34932578910143	0.264341046610724	0.0994625386024934
CHST12	0.0153150420482408	0.650892213449435	1.0893081777343	0.212476249164569	0.0995172652616764
KDM5A	0.0153764456273744				0.0995197730882842
ARGLU1	0.0155017422818677	-0.41219556004191	0.0376671647049723	-0.862058284788792	0.0999341567657165
PSMA6	0.0156403487493443	0.511856071599963	0.728729591069768	0.294982552130159	0.100430743347167
IFI16	0.0157024017839971	0.603629433117508	0.995880863347322	0.211378002887693	0.10043379337137
SCML4	0.0157965455577131	0.142267396857014	0.442838902517414	-0.158304108803386	0.100641272674336
CYBC1	0.0159077692502911				0.100955531701264
STK17B	0.0161263249953403	-0.508632434305404	-0.0979280562487646	-0.919336812362043	0.101945876230233
NHP2	0.0163030797467802	-0.325793575031395	-0.0213014151151955	-0.630285734947595	0.10227047333461
SARAF	0.0162744631238995	0.376592987670094	0.738183896902632	0.0150020784375557	0.10227047333461
KMT2E	0.016425646104877	0.487390074719349	0.735577241400039	0.239202908038659	0.102644554777986
ATP5MC3	0.0171269412167381	0.591941927173775	0.895177099696462	0.288706754651087	0.106618477574427
HCST	0.0172781995229107	-0.552268704455004	-0.0943227808437564	-1.01021462806625	0.1071511156725
GADD45B	0.0173676107931881	0.480683335328056	0.665478859814996	0.295887810841116	0.107297625771552
TRAFD1	0.0174508812810515				0.107405235356208
DEK	0.0178172724295563	-0.0862264604484031	0.236825946355585	-0.409278867252391	0.109248012528595
JAK3	0.01824715079271				0.111048891578022
PTGER2	0.0181822891826259	0.479242960779422	0.666044485033196	0.292441436525648	0.111048891578022
HAVCR2	0.0183868730819494	0.519103828330278	0.738290622535652	0.299917034124904	0.111439730174759
SF1	0.0184480240019527	-0.382624559484793	-0.0572575170615858	-0.707991601908001	0.111439730174759
RPL8	0.0186497954629895	-0.448772089699284	-0.130461456705098	-0.76708272269347	0.112242864945151
CCND2	0.0187532625947577	-0.556208850934184	-0.0579785357514768	-1.05443916611689	0.112450629750183
SLC5A3	0.018832893214578	-0.219245081996638	0.0785740460742037	-0.51706421006748	0.112514464589658
HERC5	0.0190794834644503	0.566794447518874	0.95876597222067	0.174822922817077	0.11357166981941
FAM3C	0.0192267360377525				0.114032023554816
CREM	0.0193215083688965	0.48492760590292	0.680791834482133	0.289063377323707	0.114178913585761
DDX58	0.0194356080973237	0.500358643238972	0.727880251752766	0.272837034725178	0.114438544428646
ANKRD12	0.0198815964932279	-0.395410511587669	-0.0661477488585797	-0.724673274316758	0.11664346719588
ERLEC1	0.019962930309432				0.116700857830407
ATP5MPL	0.0207070358706383	-0.316220624984665	-0.0207526578797425	-0.611688592089588	0.120618483946468
OAS1	0.0214323304897657	0.595186036555833	0.950482878912572	0.239889194199093	0.123957911449673
ODF2L	0.0213801560386809	-0.463732980185669	-0.101354571723619	-0.82611138864772	0.123957911449673
HSPA5	0.0215937304056829	0.528982936749794	0.771805418365613	0.286160455133975	0.124230042547658
NUB1	0.0216317180156559	0.456084217361965	0.64648485520714	0.26568357951679	0.124230042547658
SQSTM1	0.0217524722966884	0.533110258329004	0.812850319603328	0.25337019705468	0.124485201108417
MATK	0.0218497410607468	-0.351570597361762	-0.0193775126286511	-0.683763682094873	0.12460464220307
RELB	0.0221301168172446				0.12576383459556
LDHA	0.0223711240815563	0.604755192901693	0.982555385948318	0.226954999855069	0.126376129569893
SLAMF7	0.022392827373206				0.126376129569893
HIGD2A	0.0227694401146021	0.475360607786312	0.859548032485402	0.0911731830872229	0.127652368662962
RAB24	0.0227754992525579				0.127652368662962
RSL24D1	0.0231450446369295	-0.451208038316988	-0.103507477729808	-0.798908598904169	0.128914429861613
VAMP5	0.0231587541075736	0.442423029754217	0.63124857969658	0.253597479811855	0.128914429861613
CD53	0.0234590365693325	0.514426426605685	0.861359492451379	0.167493360759992	0.130141798110821
ADGRE5	0.0236823843727473	0.546944286210868	0.864686086361678	0.229202486060057	0.130935487837122
CASP4	0.0239966529294653	0.32627664869683	0.626590914511845	0.0259623828818152	0.131779599084034
SHISA5	0.0239308212805359	0.479585919927802	0.718651777646063	0.24052006220954	0.131779599084034
TNFSF10	0.0244354490970139	0.70152427624287	1.18604585242758	0.217002700058157	0.133738984822918
NCL	0.024706984263786	-0.504921015600728	-0.143729984049907	-0.86611204715155	0.134772880716505
HIF1A	0.0249770790983462	0.4646173488202	0.823648693138996	0.105586004501403	0.135792053364676
ROCK1	0.0254950813949513	-0.33623785454145	-0.0154263254996037	-0.657049383583297	0.138147766628457
RPL18A	0.0258493227898515	-0.454530838988717	-0.123066538857869	-0.785995139119566	0.139399979433158
UHMK1	0.0258971145114941	-0.307258363450136	-0.00100829623189819	-0.613508430668373	0.139399979433158
